title,snippet,label
6. Matt Hancock under pressure to explain £30m test tube work for ex-neighbour,There is mounting pressure on Matt Hancock to explain how his former neighbour was awarded about £30m-worth of work making test tubes for Covid test s …,Politics
7. Asian manufacturing boom offers hope for swifter global recovery from Covid,Summary: Hopes that the world will bounce back from the ravages of coronavirus in the new year have been buoyed by strong growth in output from Asia’s huge man …,Business
16. Lloyds chief António Horta-Osório to chair Credit Suisse,"The outgoing boss of Lloyds Banking Group is taking over as chairman at Credit Suisse, where he will deal with the fallout of the Swiss lender’s spyin …",Business
19. Northern Labour MPs reluctant to abstain on Covid tiers vote,"A Labour MP has said the party’s decision not to oppose the government’s new Covid tier restrictions made her feel ill, and that about 20 colleagues h …",Politics
24. The Godfather Coda: The Death of Michael Corleone review – Coppola edits the past,"Summary: Just when you thought you were out … he pulls you back in. Francis Ford Coppola has presided over different editorial remixes of Apocalypse Now, and n …",Film
25. UK likely to axe finance bill clauses if Brexit trade deal made,The UK is to table its long awaited finance bill next week but anticipated controversial clauses to override the Brexit withdrawal agreement are expec …,Politics
26. Johnson publishes plans to regain power from courts and MPs,"Boris Johnson will scrap the need for parliamentary approval to call elections, and ban the courts from questioning the dissolution of parliament unde …",Politics
27. Number of people rejecting Queen's honours doubles in past decade,"The proportion of people turning down honours from the Queen is rising and has more than doubled over the past nine years, a Guardian analysis shows. …",Politics
28. My Day review – homeless teenager runs straight into trouble,"First-time feature director Ibrahim Miiro hits the ground running with this urban drama set in London; for the first half-hour, at least, it’s a film …",Film
29. Keir Starmer urged to return donations from 'Islamophobic' property developer,Keir Starmer has been urged to return donations to Labour made by a property developer whose tweets have been condemned by Muslim groups as Islamophob …,Politics
33. How the Tory lockdown rebels are organising to thwart restrictions,Boris Johnson may have breathed a sigh of relief when he survived last month’s Commons vote to approve lockdown 2.0 with 34 Tory rebels lining up agai …,Politics
34. Debenhams: the rise and fall of a British retail institution,"Founded in 1778, Debenhams was one of the largest and most historic department store chains in the world. The business was formed by William Clark as …",Business
41. OECD: UK economic recovery will lag behind all rivals bar Argentina,"Summary: The UK’s economic recovery from the coronavirus pandemic will lag behind every other major economy apart from Argentina, according to the Organisation …",Business
43. Major Sulk enters his darkest hour as rank and file desert him,"Out of desperation more than anything else, Boris Johnson has taken to calling Keir Starmer “Captain Hindsight”. Even when the Labour leader is making …",Politics
45. Nervy EU states wary of Brexit concessions by Michel Barnier,"Michel Barnier will be told on Wednesday that the EU capitals want full sight of any deal with the UK before it is agreed, amid concerns the bloc’s ch …",Politics
51. 23 days to save Christmas: UK retailers fight Covid gloom,For nearly a month festive shop windows and twinkling fairy lights have been wasted on empty high streets but that changes on Wednesday when the end o …,Business
55. Union push to improve delivery riders’ pay and conditions after five deaths in two months,Summary: Australian unions will push for delivery riders’ pay and conditions to be set by the industrial tribunal to tackle a spate of five deaths in two month …,Business
58. Bonmarché goes into administration for second time in a year,Summary: The fashion retailer Bonmarché has fallen into administration for the second time in a year as the Covid crisis among high street retailers continues …,Business
59. Joe Biden warning dashes UK hopes of early US trade deal,"Britain’s hopes of securing an early trade deal with the US have been dashed by a warning from Joe Biden, the president-elect, that America will not s …",Politics
64. CMA seeks to build UK consumer trust in electric car charging,"The UK’s competition regulator is investigating electric vehicle charging to work out how to tackle “range anxiety”, one of the key factors holding ba …",Business
66. Restaurant owners may not like delivery services – but can they do without them?,"If you take a look at my smartphone, you’ll know that I like to order out. I have Grubhub, Caviar, Uber Eats and DoorDash right on my home screen. Bec …",Business
67. Liberté review – gruesome night in the woods as French aristos go dogging,"Albert Serra’s Liberté, or Liberty, is a gruesome midsummer night’s dream of Sadeian horror in which a bunch of verbose bewigged libertines in the 18t …",Film
70. One-Way to Moscow review – lighthearted Swiss spy cop comedy,"Here’s an undemanding lighthearted comedy from Switzerland loosely inspired by a real-life spying scandal in the late 1980s, when it emerged that Swis …",Film
"71. Don't get hopes up about rapid Covid vaccine rollout, Boris Johnson tells UK",Boris Johnson has warned people not to “get their hopes up” about a very rapid rollout of a newly approved coronavirus vaccine across large parts of t …,Politics
